Time,Temperature,Rel_Humidity,S1,S2,S3,S4,S5,S6,S7,S8
151.4,20.94,35.64,388,328,631,588,740,918,885,1061
151.51,20.94,35.64,387,327,630,588,740,919,886,1060
151.61,20.94,35.64,387,327,630,588,741,919,887,1062
151.71,20.94,35.64,388,327,630,588,740,919,887,1062
151.8,20.94,35.64,388,327,631,588,741,919,888,1063
151.91,20.94,35.64,390,327,630,588,742,920,889,1064
152.01,20.94,35.64,388,327,630,589,742,920,889,1064
152.1,20.94,35.64,388,328,631,589,741,920,890,1064
152.21,20.94,35.64,388,328,631,588,742,921,891,1065
152.3,20.94,35.67,388,327,631,588,742,921,891,1065
152.4,20.94,35.67,388,327,631,588,742,921,892,1066
152.5,20.94,35.67,388,328,631,588,742,922,892,1066
152.6,20.94,35.67,388,327,631,588,742,921,893,1066
152.66,20.94,35.67,388,328,631,588,743,921,893,1067
152.66,20.94,35.67,388,328,631,588,743,921,893,1067
152.66,20.94,35.67,388,328,631,588,743,921,893,1067
153.17,20.94,35.67,388,328,631,588,743,921,893,1067
153.17,20.94,35.67,388,328,631,588,743,921,893,1067
153.21,20.94,35.67,389,328,631,588,744,923,895,1069
153.31,20.95,35.67,388,328,631,589,744,923,896,1070
153.41,20.95,35.67,388,328,632,589,744,923,896,1070
153.51,20.95,35.67,389,328,632,589,744,923,896,1070
153.6,20.95,35.67,388,329,631,588,744,923,896,1069
153.71,20.95,35.67,389,328,633,589,745,923,897,1071
153.81,20.95,35.67,389,328,632,589,745,923,897,1071
153.91,20.95,35.67,389,328,632,589,745,923,897,1072
154.01,20.95,35.67,389,328,632,588,745,923,898,1072
154.1,20.95,35.67,389,328,632,588,745,923,898,1072
154.21,20.95,35.67,390,329,632,589,745,923,898,1072
154.31,20.94,35.67,389,328,633,589,745,923,898,1073
154.4,20.94,35.67,389,328,632,589,745,923,898,1073
154.5,20.94,35.67,389,328,632,589,746,923,898,1073
154.59,20.94,35.67,388,328,632,589,745,924,897,1073
154.69,20.94,35.67,389,328,632,589,746,924,898,1073
154.81,20.94,35.67,388,328,632,589,746,923,898,1074
154.9,20.94,35.67,389,327,632,589,746,923,898,1074
155,20.94,35.67,388,328,632,589,746,923,898,1074
155.11,20.94,35.67,388,328,632,589,747,922,898,1074
155.21,20.94,35.67,389,328,632,589,747,923,898,1074
155.31,20.94,35.67,388,327,632,589,747,923,897,1075
155.4,20.94,35.67,389,328,632,589,747,923,898,1075
155.51,20.94,35.67,389,328,632,589,747,923,898,1075
155.6,20.94,35.67,388,328,632,589,747,923,898,1074
155.7,20.94,35.67,389,328,632,589,748,923,898,1074
155.8,20.94,35.67,389,328,632,589,747,923,899,1075
155.9,20.94,35.67,389,328,632,589,747,922,898,1074
156.01,20.94,35.67,389,327,632,589,747,923,898,1074
156.11,20.94,35.67,390,327,632,589,747,923,898,1075
156.21,20.94,35.67,389,328,632,589,747,922,899,1075
156.3,20.93,35.67,389,328,632,589,748,923,899,1075
156.4,20.93,35.67,389,329,632,589,748,923,900,1075
156.5,20.93,35.67,389,328,632,589,748,923,900,1075
156.6,20.93,35.67,389,328,633,589,748,923,900,1075
156.7,20.93,35.67,389,328,633,589,748,923,900,1076
156.8,20.93,35.67,389,328,632,590,749,922,900,1075
156.9,20.93,35.67,389,328,633,589,749,922,900,1077
157,20.93,35.67,389,328,632,589,749,923,901,1077
157.1,20.93,35.67,389,328,633,590,749,922,902,1076
157.2,20.93,35.67,389,328,633,589,748,923,901,1076
157.3,20.94,35.67,389,328,633,589,748,923,902,1077
157.4,20.94,35.67,389,328,633,589,749,922,902,1077
157.5,20.94,35.67,390,328,633,590,748,922,903,1077
157.6,20.94,35.67,389,328,633,589,749,923,902,1078
157.71,20.94,35.67,390,328,633,590,749,922,903,1078
157.81,20.94,35.67,390,328,633,590,749,923,903,1077
157.91,20.94,35.67,390,328,633,589,749,923,903,1078
158,20.94,35.67,392,328,633,589,749,922,904,1078
158.1,20.94,35.67,390,328,633,590,748,923,904,1079
158.19,20.94,35.67,390,328,634,589,749,922,904,1078
158.31,20.93,35.67,389,329,633,589,749,922,904,1078
158.4,20.93,35.67,389,328,633,590,748,922,905,1079
158.5,20.93,35.67,391,328,634,589,748,922,905,1078
158.59,20.93,35.67,392,328,634,589,748,922,905,1077
158.69,20.93,35.67,390,329,634,590,748,922,905,1079
158.81,20.93,35.67,391,328,634,590,749,922,905,1079
158.9,20.93,35.67,390,329,634,590,748,921,905,1080
159,20.93,35.67,390,328,634,589,748,922,906,1079
159.11,20.93,35.67,390,329,633,589,748,922,906,1079
159.21,20.93,35.67,390,329,633,590,748,922,905,1079
159.31,20.93,35.67,391,329,634,589,748,921,906,1080
159.38,20.93,35.67,390,329,633,590,747,922,906,1079
159.38,20.93,35.67,390,329,633,590,747,922,906,1079
159.38,20.93,35.67,390,329,633,590,747,922,906,1079
159.9,20.93,35.67,389,329,634,590,747,921,905,1080
159.9,20.93,35.67,389,329,634,590,747,921,905,1080
159.9,20.93,35.67,389,329,634,590,747,921,905,1080
160,20.93,35.67,392,328,634,590,747,921,905,1079
160.1,20.93,35.67,392,329,634,590,747,920,904,1078
160.2,20.93,35.67,389,328,633,589,746,920,904,1078
160.3,20.93,35.67,390,328,633,590,746,920,904,1079
160.4,20.92,35.67,390,328,633,590,746,920,904,1078
160.5,20.92,35.67,390,329,634,590,746,920,903,1076
160.6,20.92,35.67,389,328,634,590,746,919,902,1077
160.7,20.92,35.67,389,329,633,590,746,919,901,1077
160.8,20.92,35.67,389,328,633,590,745,920,902,1077
160.9,20.92,35.67,388,328,634,589,745,919,900,1076
161,20.92,35.67,389,329,633,590,745,919,900,1075
161.11,20.92,35.67,389,329,633,590,745,919,899,1076
161.2,20.92,35.67,390,329,633,590,745,919,899,1075
161.3,20.92,35.67,389,329,633,590,745,918,899,1075
161.4,20.94,35.67,389,329,632,590,745,918,898,1074
161.5,20.94,35.67,390,329,632,589,744,917,897,1073
161.61,20.94,35.67,389,328,633,589,744,917,896,1073
161.71,20.94,35.67,389,329,632,590,744,917,895,1072
161.81,20.94,35.67,388,329,633,590,743,916,895,1071
161.91,20.94,35.67,389,328,633,589,744,916,894,1071
162,20.94,35.67,388,328,632,589,744,916,894,1070
162.11,20.94,35.67,388,329,631,590,743,915,893,1070
162.21,20.94,35.67,389,329,632,589,743,915,892,1069
162.31,20.94,35.67,388,328,631,590,742,915,892,1068
162.41,20.93,35.64,388,328,631,590,742,915,891,1068
162.51,20.93,35.64,387,329,631,590,742,914,891,1067
162.6,20.93,35.64,387,328,631,590,742,915,890,1067
162.71,20.93,35.64,390,328,632,590,741,914,889,1066
162.81,20.93,35.64,387,328,631,589,741,913,889,1065
162.91,20.93,35.64,387,328,631,589,741,913,888,1065
163.01,20.93,35.64,389,328,630,589,741,913,887,1063
163.1,20.93,35.64,386,328,630,589,740,912,886,1064
163.2,20.93,35.64,387,328,630,589,740,912,885,1062
163.3,20.93,35.64,387,328,630,589,740,911,884,1062
163.4,20.94,35.67,387,328,630,589,740,911,884,1062
163.5,20.94,35.67,387,328,630,589,740,911,883,1061
163.6,20.94,35.67,387,328,630,590,740,911,883,1060
163.7,20.94,35.67,387,329,631,589,739,911,882,1059
163.8,20.94,35.67,388,329,630,589,739,910,881,1060
163.91,20.94,35.67,387,328,631,589,739,910,881,1059
164.01,20.94,35.67,387,328,631,590,739,910,881,1058
164.1,20.94,35.67,387,328,630,589,739,909,880,1058
164.2,20.94,35.67,388,329,630,589,739,909,879,1057
164.3,20.94,35.67,387,328,630,589,739,909,879,1057
164.4,20.94,35.67,387,328,630,589,739,909,879,1056
164.51,20.94,35.67,387,328,630,590,738,909,878,1055
164.61,20.94,35.67,388,328,630,589,739,908,877,1056
164.71,20.94,35.67,387,328,630,589,738,907,877,1054
164.81,20.94,35.67,387,328,630,589,738,908,878,1054
164.9,20.94,35.67,388,328,630,589,739,907,878,1054
165,20.94,35.67,387,328,631,589,739,907,877,1054
165.11,20.94,35.67,387,328,631,590,738,907,877,1054
165.21,20.94,35.67,387,328,630,589,739,907,877,1054
165.31,20.94,35.67,388,328,631,589,738,907,877,1053
165.4,20.94,35.67,388,328,630,589,738,907,877,1052
165.5,20.93,35.6,388,328,630,589,738,907,877,1053
165.61,20.93,35.6,388,328,630,590,738,907,877,1052
165.71,20.93,35.6,389,328,631,589,738,907,877,1051
165.81,20.93,35.6,390,328,631,589,739,907,878,1052
165.9,20.93,35.6,389,329,631,589,739,907,878,1051
166.01,20.93,35.6,389,328,631,589,739,906,878,1052
166.1,20.93,35.6,389,328,632,589,739,907,879,1051
166.2,20.93,35.6,390,328,631,589,738,906,879,1052
166.3,20.93,35.6,390,329,631,589,739,906,879,1052
166.41,20.93,35.6,391,328,631,589,739,907,880,1050
166.51,20.94,35.6,390,329,632,589,739,906,881,1052
166.6,20.94,35.6,390,329,632,589,740,907,881,1051
166.7,20.94,35.6,391,328,632,590,739,907,882,1051
166.8,20.94,35.6,391,328,633,590,739,907,882,1051
166.91,20.94,35.6,393,328,633,589,740,907,882,1051
167.01,20.94,35.6,391,329,633,589,739,907,883,1052
167.1,20.94,35.6,392,329,633,590,740,906,884,1051
167.2,20.94,35.6,391,329,633,589,740,907,884,1052
167.3,20.94,35.6,391,329,634,590,740,907,885,1051
167.4,20.94,35.6,392,329,633,589,740,908,885,1052
167.51,20.94,35.67,392,329,633,589,740,908,887,1052
167.61,20.94,35.67,392,330,634,590,740,908,887,1052
167.7,20.94,35.67,392,330,634,590,741,908,888,1052
167.8,20.94,35.67,393,329,634,590,740,909,889,1052
167.9,20.94,35.67,392,329,634,590,741,908,889,1052
168.01,20.94,35.67,392,329,634,589,740,909,890,1052
168.11,20.94,35.67,392,329,635,590,741,909,891,1053
168.2,20.94,35.67,392,329,635,590,741,908,892,1052
168.3,20.94,35.67,393,330,635,590,741,910,893,1053
168.4,20.94,35.67,393,330,635,590,741,910,894,1052
168.5,20.92,35.67,392,330,635,590,741,910,895,1054
168.61,20.92,35.67,393,330,635,590,742,910,896,1053
168.7,20.92,35.67,395,330,635,590,742,911,897,1054
168.8,20.92,35.67,395,330,635,590,742,911,898,1055
168.91,20.92,35.67,394,331,635,590,742,911,899,1055
169,20.92,35.67,393,331,635,590,743,912,900,1056
169.1,20.92,35.67,393,331,635,591,743,912,900,1055
169.2,20.92,35.67,393,330,636,590,743,912,901,1056
169.31,20.92,35.67,393,331,636,590,743,913,901,1056
169.41,20.92,35.67,393,331,635,590,743,914,902,1057
169.51,20.93,35.67,393,331,636,590,743,913,902,1058
169.6,20.93,35.67,393,330,636,590,743,913,903,1058
169.71,20.93,35.67,393,330,636,590,744,915,903,1059
169.81,20.93,35.67,394,330,636,590,744,915,903,1059
169.91,20.93,35.67,395,331,637,590,744,915,904,1059
170.01,20.93,35.67,395,331,636,590,744,916,904,1060
170.1,20.93,35.67,395,331,636,590,744,916,904,1060
170.2,20.93,35.67,393,331,636,591,744,917,904,1059
170.3,20.93,35.67,393,330,637,591,744,917,903,1061
170.4,20.93,35.67,393,331,637,590,744,917,903,1061
170.5,20.93,35.67,393,330,636,590,745,918,904,1061
170.56,20.94,35.71,393,331,637,591,745,918,904,1061
170.56,20.94,35.71,393,331,637,591,745,918,904,1061
170.56,20.94,35.71,393,331,637,591,745,918,904,1061
171.08,20.94,35.71,393,330,637,591,746,920,903,1062
171.08,20.94,35.71,393,330,637,591,746,920,903,1062
171.1,20.94,35.71,394,330,637,591,746,919,903,1062
171.2,20.94,35.71,396,330,638,591,746,920,902,1062
171.3,20.94,35.71,394,330,638,591,746,920,903,1062
171.4,20.94,35.71,394,330,638,591,747,920,903,1062
171.5,20.94,35.71,394,330,638,591,747,921,902,1062
171.6,20.92,35.67,395,331,639,591,748,921,902,1062
171.7,20.92,35.67,395,331,640,591,747,921,902,1062
171.8,20.92,35.67,394,330,640,591,748,921,902,1062
171.9,20.92,35.67,395,330,639,591,747,921,901,1062
172,20.92,35.67,395,331,639,591,748,920,901,1061
172.1,20.92,35.67,396,330,640,591,748,922,902,1062
172.2,20.92,35.67,395,330,640,591,749,922,901,1062
172.3,20.92,35.67,396,331,641,591,749,922,901,1060
172.4,20.92,35.67,396,331,641,591,749,923,902,1062
172.5,20.92,35.67,398,331,641,592,749,923,903,1061
172.6,20.92,35.74,397,331,641,591,749,923,902,1061
172.7,20.92,35.74,396,331,641,592,749,923,903,1061
172.8,20.92,35.74,396,331,641,592,749,923,903,1060
172.9,20.92,35.74,397,331,641,592,750,923,904,1061
173,20.92,35.74,397,331,641,592,749,924,903,1061
173.1,20.92,35.74,396,331,641,592,750,924,904,1061
173.2,20.92,35.74,397,331,643,592,750,924,904,1060
173.3,20.92,35.74,397,332,642,592,750,924,904,1061
173.4,20.92,35.74,397,332,642,592,750,925,904,1061
173.5,20.92,35.74,396,332,642,592,750,926,905,1061
173.61,20.92,35.71,397,332,642,593,751,925,905,1060
173.71,20.92,35.71,397,332,642,592,751,926,906,1061
173.81,20.92,35.71,396,332,642,592,751,927,906,1060
173.9,20.92,35.71,397,332,642,593,751,927,907,1061
174,20.92,35.71,397,332,642,592,751,927,907,1061
174.11,20.92,35.71,397,332,642,592,752,927,907,1061
174.21,20.92,35.71,396,332,642,592,752,928,907,1061
174.31,20.92,35.71,398,332,642,592,752,929,906,1060
174.4,20.92,35.71,398,332,642,593,752,929,907,1061
174.5,20.92,35.71,396,331,642,592,753,929,907,1060
174.6,20.92,35.74,396,331,642,592,753,930,907,1061
174.7,20.92,35.74,396,332,642,592,753,930,907,1061
174.8,20.92,35.74,396,332,642,592,753,930,906,1061
174.9,20.92,35.74,397,332,641,593,753,931,906,1061
175.01,20.92,35.74,396,332,641,593,753,931,905,1061
175.11,20.92,35.74,397,332,641,592,753,932,905,1060
175.2,20.92,35.74,397,332,642,593,754,932,905,1060
175.3,20.92,35.74,396,332,641,593,754,932,904,1060
175.41,20.92,35.74,395,332,642,593,754,933,904,1060
175.51,20.92,35.74,396,332,641,593,754,933,904,1060
175.6,20.91,35.74,396,332,641,593,754,933,903,1060
175.7,20.91,35.74,395,332,641,593,755,934,903,1060
175.8,20.91,35.74,395,332,641,593,755,934,901,1060
175.91,20.91,35.74,395,332,640,593,755,934,901,1060
176.01,20.91,35.74,395,332,642,593,755,934,901,1060
176.1,20.91,35.74,394,332,641,593,755,935,901,1060
176.2,20.91,35.74,395,331,641,593,755,935,900,1060
176.3,20.91,35.74,394,331,640,593,755,935,899,1060
176.4,20.91,35.74,395,331,640,593,755,935,899,1059
176.5,20.91,35.74,394,332,640,593,755,935,898,1059
176.6,20.91,35.74,394,331,640,593,754,935,898,1058
176.7,20.92,35.74,394,331,640,593,754,935,897,1059
176.8,20.92,35.74,395,331,640,593,754,935,897,1058
176.9,20.92,35.74,395,331,640,593,755,935,896,1059
177,20.92,35.74,393,331,640,593,754,934,895,1059
177.1,20.92,35.74,394,331,639,592,755,935,895,1057
177.21,20.92,35.74,393,331,640,593,754,935,894,1058
177.31,20.92,35.74,393,331,639,592,754,936,894,1058
177.41,20.92,35.74,393,331,640,593,755,936,894,1058
177.5,20.92,35.74,393,331,640,592,754,935,893,1058
177.61,20.92,35.74,393,331,639,592,754,935,893,1057
177.71,20.92,35.77,394,331,639,593,754,935,892,1057
177.81,20.92,35.77,392,331,640,593,754,935,892,1057
177.9,20.92,35.77,394,331,640,593,753,935,891,1057
178,20.92,35.77,394,331,639,593,754,935,890,1056
178.1,20.92,35.77,392,331,638,593,753,935,889,1057
178.2,20.92,35.77,395,331,639,593,753,935,889,1057
178.3,20.92,35.77,392,331,639,593,753,935,888,1057
178.4,20.92,35.77,392,330,638,593,753,934,888,1057
178.51,20.92,35.77,391,331,638,593,752,934,887,1056
178.61,20.92,35.77,392,330,638,593,753,934,887,1056
178.71,20.92,35.74,392,330,638,593,753,933,886,1056
178.8,20.92,35.74,392,330,638,593,753,934,885,1056
178.9,20.92,35.74,394,330,638,593,752,934,885,1056
179,20.92,35.74,393,330,638,593,752,933,884,1055
179.1,20.92,35.74,391,330,638,593,752,933,883,1055
179.2,20.92,35.74,391,330,637,593,752,933,883,1055
179.31,20.92,35.74,392,330,638,593,752,933,883,1054
179.41,20.92,35.74,392,330,637,593,752,933,882,1054
179.51,20.92,35.74,391,330,637,593,752,933,882,1054
179.6,20.92,35.74,392,330,637,593,752,933,882,1053
179.7,20.93,35.77,391,330,637,592,752,933,881,1054
179.81,20.93,35.77,392,330,636,593,752,933,881,1054
179.91,20.93,35.77,391,330,637,592,752,933,881,1053
180.01,20.93,35.77,393,330,638,593,752,933,881,1052
180.1,20.93,35.77,392,331,637,592,753,933,881,1054
180.2,20.93,35.77,394,330,637,593,753,933,881,1053
180.3,20.93,35.77,392,330,637,593,753,933,881,1053
180.4,20.93,35.77,392,331,637,593,753,933,881,1053
180.5,20.93,35.77,393,330,638,593,753,932,881,1054
180.6,20.93,35.77,392,330,637,593,753,933,881,1053
180.71,20.92,35.74,392,330,638,593,754,933,881,1053
180.81,20.92,35.74,393,330,638,593,754,933,881,1053
180.91,20.92,35.74,394,330,639,593,754,933,880,1053
181,20.92,35.74,394,330,639,593,754,933,881,1054
181.1,20.92,35.74,395,330,638,593,754,934,880,1053
181.2,20.92,35.74,395,331,639,593,754,933,881,1054
181.3,20.92,35.74,395,331,639,593,754,933,880,1053
181.4,20.92,35.74,395,331,639,593,754,933,881,1053
181.5,20.92,35.74,395,330,640,592,754,933,881,1053
181.6,20.92,35.74,396,331,640,594,755,934,881,1053
181.7,20.92,35.81,397,331,640,593,755,934,882,1053
181.8,20.92,35.81,395,331,640,593,755,933,882,1053
181.9,20.92,35.81,397,331,641,594,755,933,882,1053
182.01,20.92,35.81,396,331,641,593,754,934,882,1053
182.11,20.92,35.81,397,331,642,593,754,934,883,1053
182.21,20.92,35.81,396,331,642,594,754,934,883,1053
182.3,20.92,35.81,398,331,642,593,754,934,884,1052
182.4,20.92,35.81,396,331,642,593,754,934,885,1053
182.5,20.92,35.81,396,331,642,593,754,934,885,1054
182.6,20.92,35.81,397,331,643,594,755,935,886,1054
182.7,20.92,35.77,397,332,643,594,754,935,887,1054
182.8,20.92,35.77,397,331,642,593,754,935,888,1054
182.9,20.92,35.77,397,331,643,593,755,935,888,1054
183,20.92,35.77,397,331,643,594,755,935,889,1054
183.1,20.92,35.77,398,332,642,593,754,935,889,1055
183.19,20.92,35.77,398,332,643,594,755,935,890,1055
183.3,20.92,35.77,397,332,642,594,755,935,891,1056
183.4,20.92,35.77,398,332,643,593,755,936,892,1056
183.5,20.92,35.77,398,332,643,594,755,936,892,1056
183.6,20.92,35.77,398,332,643,594,755,935,893,1056
183.7,20.92,35.77,397,332,643,594,755,936,894,1056
183.8,20.92,35.81,397,332,643,593,755,937,894,1057
183.91,20.92,35.81,397,332,643,593,755,937,895,1058
184,20.92,35.81,397,332,644,594,756,936,895,1058
184.1,20.92,35.81,398,332,643,594,755,937,895,1058
184.2,20.92,35.81,397,332,643,594,755,937,896,1059
184.3,20.92,35.81,398,332,644,594,756,937,896,1059
184.4,20.92,35.81,398,333,644,594,757,938,897,1059
184.5,20.92,35.81,397,332,644,594,756,938,897,1060
184.6,20.92,35.81,398,332,643,594,756,938,897,1060
184.7,20.92,35.81,398,332,644,594,756,938,898,1061
184.8,20.92,35.84,398,333,643,594,757,939,898,1061
184.9,20.92,35.84,398,332,643,594,758,938,899,1062
185,20.92,35.84,398,332,644,594,757,939,899,1062
185.11,20.92,35.84,398,332,643,594,758,939,899,1062
185.2,20.92,35.84,397,333,643,594,757,940,899,1062
185.3,20.92,35.84,398,332,643,594,757,939,899,1063
185.4,20.92,35.84,397,332,644,594,758,940,899,1063
185.5,20.92,35.84,398,332,643,594,758,939,899,1063
185.6,20.92,35.84,397,333,644,594,758,940,899,1063
185.7,20.92,35.84,398,332,643,594,759,940,900,1063
185.8,20.93,35.81,398,332,644,594,759,940,899,1064
185.9,20.93,35.81,397,333,644,594,759,941,899,1064
186,20.93,35.81,398,332,644,595,759,940,900,1064
186.11,20.93,35.81,397,332,644,594,759,940,900,1065
186.21,20.93,35.81,398,332,644,594,760,940,900,1065
186.3,20.93,35.81,397,332,645,594,760,940,900,1065
186.4,20.93,35.81,397,333,644,594,759,940,899,1065
186.5,20.93,35.81,397,333,645,594,760,941,899,1066
186.6,20.93,35.81,397,332,644,594,760,940,900,1066
186.7,20.93,35.81,397,332,645,595,760,941,900,1066
186.8,20.93,35.81,399,332,644,595,760,941,900,1066
186.9,20.93,35.81,397,333,643,595,760,941,899,1067
187,20.93,35.81,397,332,644,594,760,941,898,1067
187.1,20.93,35.81,396,332,643,594,761,941,898,1066
187.2,20.93,35.81,397,332,643,594,761,942,898,1067
187.3,20.93,35.81,396,332,643,594,760,942,898,1067
187.4,20.93,35.81,396,332,643,595,761,942,898,1068
187.5,20.93,35.81,399,332,644,595,761,942,897,1067
187.6,20.93,35.81,396,332,643,594,761,941,897,1068
187.7,20.93,35.81,398,333,643,594,761,942,897,1067
187.8,20.93,35.81,396,333,643,595,761,943,896,1067
187.91,20.93,35.81,396,332,644,595,761,942,896,1067
188.01,20.93,35.81,396,332,644,595,761,942,895,1067
188.09,20.93,35.81,396,332,643,594,762,942,895,1067
188.2,20.93,35.81,396,332,643,594,762,942,895,1067
188.3,20.93,35.81,397,333,643,595,761,943,896,1067
188.4,20.93,35.81,396,333,643,594,761,943,895,1067
188.51,20.93,35.81,396,332,643,595,762,943,895,1067
188.6,20.93,35.81,395,332,643,595,761,943,895,1068
188.7,20.93,35.81,397,332,643,595,761,943,895,1067
188.8,20.93,35.81,395,331,642,595,761,942,894,1067
188.9,20.93,35.81,395,332,642,594,761,942,894,1068
189,20.93,35.81,395,332,642,594,761,943,894,1067
189.1,20.93,35.81,396,332,642,595,761,943,894,1066
189.21,20.93,35.81,395,332,642,595,761,942,894,1067
189.31,20.93,35.81,396,332,642,594,761,942,893,1068
189.41,20.93,35.81,395,332,642,594,761,943,894,1066
189.5,20.93,35.81,395,332,642,594,761,942,894,1067
189.6,20.93,35.81,397,332,642,594,761,942,893,1067
189.71,20.93,35.81,396,332,642,595,760,942,894,1067
189.81,20.92,35.77,396,332,642,595,760,941,894,1067
189.91,20.92,35.77,396,332,642,595,760,941,894,1067
190,20.92,35.77,396,331,642,595,761,941,894,1067
190.1,20.92,35.77,397,332,642,595,760,940,894,1066
190.2,20.92,35.77,397,332,641,594,760,940,894,1066
190.3,20.92,35.77,396,332,641,595,760,940,894,1067
190.4,20.92,35.77,397,332,642,594,760,939,894,1067
190.51,20.92,35.77,396,333,642,594,759,940,894,1068
190.61,20.92,35.77,396,332,641,595,759,940,895,1067
190.71,20.92,35.77,396,332,642,595,759,939,895,1068
190.8,20.92,35.77,396,332,643,594,759,939,895,1067
190.91,20.93,35.74,396,332,642,594,759,939,895,1068
190.99,20.93,35.74,396,332,642,594,760,939,895,1068
191.11,20.93,35.74,396,332,643,595,759,938,895,1069
191.15,20.93,35.74,396,332,642,594,759,937,895,1067
191.15,20.93,35.74,396,332,642,594,759,937,895,1067
191.15,20.93,35.74,396,332,642,594,759,937,895,1067
191.66,20.93,35.74,398,333,642,594,758,937,895,1068
191.66,20.93,35.74,398,333,642,594,758,937,895,1068
191.7,20.93,35.74,396,332,642,595,758,937,896,1069
191.81,20.93,35.74,396,332,642,594,758,936,895,1068
191.91,20.92,35.77,395,332,641,594,757,936,895,1069
192.01,20.92,35.77,396,333,641,594,757,936,895,1068
192.11,20.92,35.77,396,332,642,594,757,935,894,1068
192.2,20.92,35.77,396,333,641,594,758,935,894,1069
192.3,20.92,35.77,395,332,642,594,757,935,893,1069
192.4,20.92,35.77,397,333,641,594,757,934,893,1068
192.5,20.92,35.77,396,332,642,595,757,934,893,1069
192.6,20.92,35.77,396,333,641,595,757,934,893,1068
192.7,20.92,35.77,395,332,641,594,757,933,892,1068
192.8,20.92,35.77,395,332,641,594,757,933,891,1067
192.9,20.92,35.74,395,332,640,595,756,933,891,1068
193,20.92,35.74,395,332,640,594,756,933,891,1068
193.1,20.92,35.74,395,332,640,594,756,932,890,1068
193.2,20.92,35.74,395,332,640,595,756,932,889,1067
193.3,20.92,35.74,395,332,640,594,756,932,889,1067
193.4,20.92,35.74,397,332,640,594,756,931,889,1066
193.51,20.92,35.74,394,332,640,594,756,931,888,1067
193.61,20.92,35.74,395,332,640,594,755,930,888,1066
193.71,20.92,35.74,396,332,640,594,756,931,887,1065
193.8,20.92,35.74,394,333,640,594,755,930,887,1065
193.9,20.92,35.81,395,332,640,595,755,930,887,1065
194.01,20.92,35.81,394,332,639,594,755,930,886,1065
194.11,20.92,35.81,394,332,640,594,755,929,886,1064
194.2,20.92,35.81,394,332,640,594,754,928,885,1063
194.3,20.92,35.81,394,332,639,595,754,928,885,1063
194.4,20.92,35.81,394,332,639,594,754,927,884,1063
194.5,20.92,35.81,393,331,639,594,753,927,884,1063
194.6,20.92,35.81,393,332,639,594,753,927,884,1062
194.7,20.92,35.81,393,331,639,594,753,927,883,1061
194.81,20.92,35.81,394,331,639,594,753,926,883,1062
194.84,20.92,35.81,393,332,638,594,753,926,883,1061
194.84,20.92,35.81,393,332,638,594,753,926,883,1061
195.35,20.92,35.81,392,331,638,594,752,924,881,1060
195.35,20.92,35.81,392,331,638,594,752,924,881,1060
195.35,20.92,35.81,392,331,638,594,752,924,881,1060
195.4,20.92,35.81,393,331,638,594,752,924,882,1060
195.51,20.92,35.81,392,332,637,593,752,924,881,1059
195.61,20.92,35.81,393,332,638,594,751,923,881,1059
195.7,20.92,35.81,392,331,637,594,751,923,881,1060
195.8,20.92,35.81,392,331,637,594,751,922,881,1059
195.9,20.92,35.81,392,331,636,593,751,922,881,1058
196,20.94,35.81,392,331,637,594,750,922,880,1057
196.1,20.94,35.81,392,331,636,594,750,921,880,1059
196.2,20.94,35.81,393,331,636,594,750,921,880,1058
196.3,20.94,35.81,391,331,636,593,750,920,880,1058
196.4,20.94,35.81,392,331,636,594,750,920,879,1057
196.5,20.94,35.81,391,331,636,594,749,920,879,1057
196.6,20.94,35.81,391,330,636,593,749,919,878,1057
196.7,20.94,35.81,391,331,635,593,749,919,879,1057
196.8,20.94,35.81,392,331,635,594,749,919,878,1056
196.9,20.94,35.81,391,330,635,594,749,919,878,1058
197.01,20.92,35.81,390,331,635,593,749,919,878,1058
197.11,20.92,35.81,391,330,636,594,748,918,878,1057
197.21,20.92,35.81,392,331,636,593,748,918,878,1057
197.3,20.92,35.81,391,330,635,593,748,917,878,1058
197.4,20.92,35.81,393,331,635,593,748,918,877,1058
197.5,20.92,35.81,390,330,635,593,747,917,878,1058
197.61,20.92,35.81,391,330,635,593,748,917,877,1058
197.71,20.92,35.81,391,330,635,593,748,916,877,1058
197.81,20.92,35.81,390,331,635,594,747,917,877,1058
197.91,20.92,35.81,390,330,635,593,748,917,877,1057
198,20.93,35.77,391,330,634,593,747,917,877,1057
198.1,20.93,35.77,390,330,634,593,747,917,877,1058
198.2,20.93,35.77,390,330,634,593,747,916,876,1058
198.3,20.93,35.77,391,330,635,593,747,916,876,1058
198.4,20.93,35.77,390,329,634,593,747,916,876,1059
198.5,20.93,35.77,389,330,634,593,747,915,876,1057
198.6,20.93,35.77,391,329,634,593,747,916,876,1059
198.7,20.93,35.77,390,330,634,593,746,915,877,1059
198.8,20.93,35.77,391,331,633,593,746,915,877,1059
198.9,20.93,35.77,390,330,634,593,747,915,877,1060
199,20.94,35.74,390,330,634,593,746,916,878,1060
199.1,20.94,35.74,390,330,634,593,747,916,878,1059
199.2,20.94,35.74,390,330,634,593,747,916,877,1060
199.3,20.94,35.74,391,329,634,593,746,915,878,1061
199.4,20.94,35.74,390,330,633,593,747,915,878,1061
199.5,20.94,35.74,390,330,633,593,746,915,878,1061
199.6,20.94,35.74,390,330,634,593,746,915,879,1061
